露營場名稱,縣市別,鄉/鎮/市/區,經度,緯度,地址,電話,手機,網站
好馬露營區,新竹縣,尖石鄉,121.2469741,24.73215758,新竹縣尖石鄉新樂村12鄰煤源174之1號,,975211698,https://www.facebook.com/profile.php?id=2072077849690205&paipv=0&eav=AfZPE6J9h9_JRMSdeSnx1RXuw4UQsqbjL8pps_a1z9VgpeBztbCXftWE5NyiOTeurw0&_rdr
尖石之美露營區,新竹縣,尖石鄉,121.262067,24.724241,新竹縣尖石鄉新樂村8鄰煤源1之1號,,963009058,https://hostel.url.com.tw/home/1627https://www.facebook.com/jianshimei/
老爹打樁露營區,新竹縣,尖石鄉,121.263006,24.690049,新竹縣尖石鄉錦屏村10鄰那羅152之1號臨,,978962837,http://www.pilingdaddy.com/https://www.facebook.com/pilingdaddy/?locale=zh_TW
泰里埔露營區,新竹縣,尖石鄉,121.2955948,24.67139657,新竹縣尖石鄉玉峰村3鄰玉峰24號,,913897005,https://www.easycamp.com.tw/Store_2417.htmlhttps://www.facebook.com/LibuwnaTayalcampvibes/?locale=zh_TW
美樹營地,新竹縣,尖石鄉,121.305211,24.654071,新竹縣尖石鄉玉峰村6鄰宇抬20號,,937141993,https://www.easycamp.com.tw/tvc/tvc_video/478https://www.facebook.com/groups/542076659205755/
新竹尖石_悠野âS露營區,新竹縣,尖石鄉,121.2680178,24.70956758,新竹縣尖石鄉123號,35842196,,https://www.yoyesglpg.com/
霧津山林,新竹縣,尖石鄉,121.183883,24.679358,新竹縣尖石鄉義興村9鄰馬胎93-2號,35842268,921181720,
6 號花園,新竹縣,尖石鄉,121.256009,24.717332,新竹縣尖石鄉新樂村拉號部落,,988605205,http://www.6garden.com/
閑情園,新竹縣,尖石鄉,121.205521,24.68252,,,937062436,https://m.icamping.app/store/xqy091https://www.facebook.com/pastimetw/?locale=zh_TW
烏米的家露營區,新竹縣,尖石鄉,121.245171,24.682015,新竹縣尖石鄉錦屏村9鄰那羅80之2號,,932285992,https://www.easycamp.com.tw/Store_2507.htmlhttps://www.facebook.com/Umis.home/?locale=zh_TW
紅薔薇景觀花園餐廳,新竹縣,尖石鄉,121.255328,24.714422,新竹縣尖石鄉新樂村11鄰拉號部落,,922625383,https://www.facebook.com/profile.php?id=100057187400669
怡然自德露營區,新竹縣,尖石鄉,,,新竹縣尖石鄉梅花村8鄰梅花227-1臨,,905672095,
回薌庭露營區,新竹縣,尖石鄉,121.210182,24.668442,新竹縣尖石鄉錦屏村4鄰錦屏52之3號,,937272072,https://www.bing.com/search?q=%E5%9B%9E%E8%96%8C%E5%BA%AD%E9%9C%B2%E7%87%9F%E5%8D%80&qs=n&form=QBRE&sp=-1&pq=%E5%9B%9E%E8%96%8C%E5%BA%AD%E9%9C%B2%E7%87%9F%E5%8D%80&sc=1-6&sk=&cvid=4837E20C0C974DA2AC2F4D22D16BE798&ghsh=0&ghacc=0&ghpl=https://www.facebook.com/groups/912720475450797/
梅花山莊,新竹縣,尖石鄉,,,新竹縣尖石鄉梅花村6鄰148號,35841843,,https://www.easycamp.com.tw/Store_805.htmlhttps://www.facebook.com/profile.php?id=100064300705509
田埔露營區,新竹縣,尖石鄉,,,新竹縣尖石鄉秀巒村1鄰田埔57號,,905618850,https://m.icamping.app/store/tp365https://www.facebook.com/tp365camping/
尖石之星二館,新竹縣,尖石鄉,121.186917,24.681977,,,922010170,https://www.facebook.com/piehching/
築夢山城休閒農場,新竹縣,尖石鄉,121.174783,24.671495,新竹縣尖石鄉義興村9鄰馬胎168號,,917153878,https://www.facebook.com/Andydreamcafe/?locale=zh_TW
如果露營區,新竹縣,尖石鄉,121.216611,24.731998,新竹縣尖石鄉嘉樂村7鄰嘉樂61號,,905659980,https://www.easycamp.com.tw/Store_2224.htmlhttps://www.facebook.com/IfCampArea/?locale=zh_TW
馬胎 227 露營區,新竹縣,尖石鄉,121.158837,24.676854,新竹縣尖石鄉義興村7鄰馬胎22-7號,35842789,,https://www.easycamp.com.tw/Store_2473.htmlhttps://www.facebook.com/mkmatuy227camping/?locale=zh_TW
起初露營區2館,新竹縣,尖石鄉,,,,,,
溪遊記露營區,新竹縣,尖石鄉,121.172063,24.691129,新竹縣尖石鄉義興村6鄰馬胎3-2號,,963380835,https://www.easycamp.com.tw/Store_2517.htmlhttps://www.facebook.com/jiouwu95/
梅花梯田露營區,新竹縣,尖石鄉,121.200969,24.683506,新竹縣尖石鄉梅花村3鄰梅花79之3號臨,,958987418,https://www.easycamp.com.tw/Store_2394.htmlhttps://www.facebook.com/plumcamping/?locale=zh_TW
悠勝美地露營場,新竹縣,尖石鄉,,,,,,
萬里山園,新竹縣,尖石鄉,121.316339,24.69273,新竹縣尖石鄉玉峰村8鄰馬美30號,35847463,,https://www.facebook.com/wanli.0933859136/?locale=zh_TW
星光閃閃(原682)露營區,新竹縣,尖石鄉,121.286425,24.663067,新竹縣尖石鄉玉峰村1鄰宇老7之6號,,"9,375,169,400,988,520,000",https://www.easycamp.com.tw/Store_2403.htmlhttps://www.facebook.com/uhanwalis/?locale=zh_TW
雷沙達岜斯露營區,新竹縣,尖石鄉,121.168982,24.687756,新竹縣尖石鄉義興村6鄰馬胎3-2號,,903979159,https://www.easycamp.com.tw/Store_2457.htmlhttps://www.facebook.com/LeishaDabasi/?locale=zh_TW
自然野趣營地,新竹縣,尖石鄉,121.268044,24.729816,新竹縣尖石鄉新樂村6鄰水田150之3號,,937000513,https://www.easycamp.com.tw/Store_1810.htmlhttps://www.facebook.com/naturefuncamp888/?locale=zh_TW
自由大地露營區,新竹縣,尖石鄉,121.199397,24.678345,新竹縣尖石鄉梅花村6鄰梅花138之1號旁,,966518507,https://www.facebook.com/FreelandCamp2017/?locale=zh_TW
八五森林露營地,新竹縣,尖石鄉,121.280464,24.717813,新竹縣尖石鄉新樂村8鄰煤源36之6號,,975977059,https://85froestcampground.business.site/https://www.facebook.com/nicecamp/?locale=zh_TW
春文草堂,新竹縣,尖石鄉,121.186321,24.682155,新竹縣尖石鄉義興村9鄰馬胎80之10號,,920632269,https://www.camptrip.com.tw/camp/ï¼E6ï¼98ï¼A5ï¼E6ï¼96ï¼87ï¼E8ï¼8Dï¼89ï¼E5ï¼A0ï¼82/https://www.facebook.com/profile.php?id=100063951913453
小夫妻露營區,新竹縣,尖石鄉,121.223502,24.680596,新竹縣尖石鄉錦屏村6鄰吹上39之1號,,983717617,https://www.camptrip.com.tw/camp/ï¼E5ï¼B0ï¼8Fï¼E5ï¼A4ï¼ABï¼E5ï¼A6ï¼BBï¼E9ï¼9Cï¼B2ï¼E7ï¼87ï¼9Fï¼E5ï¼8Dï¼80/https://www.facebook.com/profile.php?id=100070466640387
首嶺優號露營地,新竹縣,尖石鄉,121.230862,24.683937,新竹縣尖石鄉錦屏村7鄰那羅13之1號臨,,987147659,https://www.facebook.com/tzs399/?locale=zh_TW
山林涼露營區,新竹縣,尖石鄉,121.205814,24.700469,新竹縣尖石鄉義興村2鄰馬胎51之1號,,920770179,https://www.facebook.com/profile.php?id=100063530365940
北得拉曼露營場,新竹縣,尖石鄉,,,新竹縣尖石鄉新樂村6鄰水田150之2號,,989166690,https://m.icamping.app/store/bdlm027https://www.facebook.com/bdlmcamping
小熊森林露營區,新竹縣,尖石鄉,121.2476,24.7215,新竹縣尖石鄉新樂村煤源160-9號,,930753877,https://www.facebook.com/bearforest2017/?locale=zh_TW
童話森林露營區,新竹縣,尖石鄉,,,新竹縣尖石鄉新樂村水田149號,,932222037,
森林遇露營區,新竹縣,尖石鄉,121.213875,24.731955,新竹縣尖石鄉嘉樂村5鄰麥樹仁270之11號,,"9,877,562,620,935,830,000",https://m.icamping.app/store/sly504
螢火蟲露營區,新竹縣,尖石鄉,121.234216,24.724392,新竹縣尖石鄉嘉樂村160號之1,,963094953,https://www.facebook.com/firefly122/?locale=zh_TW
參陳山露營區,新竹縣,尖石鄉,121.166617,24.683119,,,,https://www.easycamp.com.tw/Store_2415.html
天空小木屋露營場,新竹縣,尖石鄉,,,,,,
起初露營區1館,新竹縣,尖石鄉,121.192823,24.65736,新竹縣尖石鄉梅花村3鄰梅花242之6號,,965383713,https://www.genesiscreate0129.com.tw/
明當家園,新竹縣,尖石鄉,121.259956,24.734098,新竹縣尖石鄉新樂村7鄰水田190之1號,,,https://m.icamping.app/store/mdjy406https://www.facebook.com/tomorrow406/
仙境露營區,新竹縣,尖石鄉,121.222511,24.680003,新竹縣尖石鄉錦屏村6鄰吹上39之2號,,970678110,https://www.facebook.com/profile.php?id=100064673236765
尖石之星一館,新竹縣,尖石鄉,121.173417,24.679083,,,922010170,https://www.facebook.com/piehching/
Hi 燥樹排露營地,新竹縣,竹東鎮,121.087387,24.672476,新竹縣竹東鎮瑞峰里5鄰燥樹排段31之12號臨,35949799,928534125,https://hi-campground.business.site/https://www.facebook.com/hizaoshupai/?locale=zh_TW
露營盒子,新竹縣,峨眉鄉,120.996902,24.702154,新竹縣峨眉鄉石井村1鄰1之9號,,"9,210,592,910,981,900,000",https://www.easycamp.com.tw/Store_2543.html
勝豐休閒農莊,新竹縣,峨眉鄉,120.979408,24.677029,新竹縣峨眉鄉湖光村西河排14鄰7-1號,,"9,372,224,210,905,570,000",
吾家農場,新竹縣,峨眉鄉,120.982071,24.67625,新竹縣峨眉鄉湖光村環湖路14鄰8之8號,,,http://www.wufarms.com.tw/
靜月居,新竹縣,峨眉鄉,120.99427,24.671549,新竹縣峨眉鄉湖光村12鄰十二寮6之5號,35785364,929001580,https://www.camptrip.com.tw/camp/%e9%9d%9c%e6%9c%88%e5%b1%85/
新竹縣立峨眉國中露營場(峨眉營地),新竹縣,峨眉鄉,121.018673,24.690556,,,,
樂窩露營區,新竹縣,峨眉鄉,120.99144,24.673203,新竹縣峨眉鄉湖光村十二寮8之10號,,900554258,https://www.camptrip.com.tw/camp/%e6%a8%82%e7%aa%a9%e9%9c%b2%e7%87%9f%e5%8d%80/https://booking.camptrip.com.tw/hotel/%E6%A8%82%E7%AA%A9%E9%9C%B2%E7%87%9F%E5%8D%80
湖光山戀露營區,新竹縣,峨眉鄉,120.978,24.68117266,新竹縣峨眉鄉湖光村15鄰西河排18號,,937683753,https://hgsl.tw/
挪亞星舟露營農莊,新竹縣,新埔鎮,121.133924,24.854572,新竹縣新埔鎮鹿鳴里4鄰黃梨園28之15號,,928669286,https://campground-1449.business.site/https://www.facebook.com/noaharkone/
明園星空茶園,新竹縣,新埔鎮,121.135827,24.855984,新竹縣新埔鎮鹿鳴里4鄰黃梨園52之20號,,910822784,https://www.easycamp.com.tw/Store_2440.htmlhttps://www.facebook.com/mingyuantw/
南園清心園林休閒農場,新竹縣,新埔鎮,121.104262,24.868163,新埔鎮照門里6鄰九芎湖32號,35890011,,https://ezgo.coa.gov.tw/zh-TW/Front/Agri/Detail/145
小叮噹科學主題樂園的露營場,新竹縣,新豐鄉,120.977732,24.87124024,康和路199號,,,
大山北月-大山背客家人文生態館,新竹縣,橫山鄉,121.1389263,24.68572468,豐鄉村6鄰大山背80號,,,
野漾會館露營區(原名)野漾莊園,新竹縣,橫山鄉,121.189072,24.728056,新竹縣橫山鄉福興村5鄰馬福89號,,958222217,https://yeyangg.ezhotel.com.tw/
吉娜的家,新竹縣,橫山鄉,121.158928,24.709528,新竹縣橫山鄉豐田村2鄰油羅48之22號臨,,932502265,https://m.icamping.app/store/jndj454
萬瑞森林樂園,新竹縣,橫山鄉,121.1346556,24.70289651,橫山村 23 鄰 23 號,,,
北窩‧星空,新竹縣,橫山鄉,121.120247,24.696938,新竹縣竹東鎮五豐村23巷39弄8號,,929211960,https://www.camptrip.com.tw/camp/%e5%8c%97%e7%aa%a9-%e6%98%9f%e7%a9%ba/https://www.facebook.com/profile.php?id=100064370332026
楓林露營區,新竹縣,橫山鄉,,,新竹縣橫山鄉內灣村15鄰內灣35號,,906600025,https://www.facebook.com/profile.php?id=100057052586894
福興小農庄,新竹縣,橫山鄉,121.165093,24.728857,新竹縣橫山鄉福興村11鄰八十分104號,,905718837,https://www.easycamp.com.tw/Store_2560.htmlhttps://www.facebook.com/iyuanhouse/?locale=zh_TW
威尼斯內灣溫泉會館,新竹縣,橫山鄉,121.184227,24.70034,新竹縣橫山鄉內灣村15鄰內灣33號,35849966,912530622,https://www.hotspring-camp.com.tw/paper/other_select_index.php?id=46&title_id=695&group_id=17https://www.facebook.com/wns0966529066/
星月橫山,新竹縣,橫山鄉,121.1259,24.700611,新竹縣橫山鄉橫山村18鄰頭分林1之8號,35933867,932178928,http://www.starmoonhs.com/p2.htmlhttps://m.icamping.app/store/syhs625
大山背休閒農場,新竹縣,橫山鄉,121.134369,24.695684,新竹縣橫山鄉豐鄉村4鄰大山背52號,,988909769,https://www.facebook.com/dashanbei/?locale=zh_TW
內灣松林茶花露營區,新竹縣,橫山鄉,121.166389,24.715117,新竹縣橫山鄉力行村中山街一段188之3號臨,,972925156,https://m.icamping.app/store/slch546
遊橘露營區,新竹縣,橫山鄉,121.162969,24.726191,新竹縣橫山鄉福興村八十分鄰112之6號臨,,935067325,https://www.easycamp.com.tw/Store_2225.html
隱森居露營場,新竹縣,橫山鄉,121.157326,24.728822,,,,
拾階莊園,新竹縣,橫山鄉,121.18119,24.701186,,,,
油羅圓石露營區,新竹縣,橫山鄉,121.163734,24.708672,新竹縣橫山鄉豐田村1鄰油羅28號,,988321296,https://www.facebook.com/OriginalStoneCamping/?locale=zh_TW(FB)
斯摩亞露營地,新竹縣,關西鎮,121.250748,24.779873,新竹縣關西鎮錦山里9鄰錦山102之2臨,35478608,921964708,https://m.icamping.app/store/smy526
飛鳳園農場,新竹縣,關西鎮,121.123611,24.775543,新竹縣關西鎮新力里7鄰下橫坑80號,35868170,975666576,https://www.easycamp.com.tw/viewpoint/viewpoint_info/C1_376440000A_000401https://www.facebook.com/feifenyuan/?locale=zh_TW(FB)
羅馬之戀,新竹縣,關西鎮,121.224943,24.78355,新竹縣關西鎮金山里8鄰馬武督68號,,975969020,https://www.roman-love.idv.tw/
435挑水少年家,新竹縣,關西鎮,121.240913,24.766174,新竹縣關西鎮錦山里16鄰錦山182號,,911215436,https://m.icamping.app/store/tssnj174
萌萌噠露營窩,新竹縣,關西鎮,121.24061,24.775585,新竹縣關西鎮錦山里8鄰錦山82號,,989043586,https://www.facebook.com/wama1863/?locale=zh_TW(FB)
小蜜蜂休閒咖啡屋,新竹縣,關西鎮,121.250374,24.751542,新竹縣關西鎮錦山里20鄰233-1號,,938718799,https://m.icamping.app/store/hmf293
大象露營地,新竹縣,關西鎮,121.180901,24.814697,新竹縣關西鎮仁安里10鄰拱子溝26號,,985018795,https://www.camptrip.com.tw/camp/%E5%A4%A7%E8%B1%A1%E9%9C%B2%E7%87%9F%E5%9C%B0/https://www.facebook.com/guanxicamp/?locale=zh_TW(FB)
生活原鄉民宿露營區,新竹縣,關西鎮,121.248494,24.778761,新竹縣關西鎮錦山里9鄰錦山96之3號,,916176339,https://www.easycamp.com.tw/store/store_index/2003
萊馥健康休閒渡假村,新竹縣,關西鎮,121.206399,24.762976,新竹縣關西鎮玉山里2鄰12號,35476188,,https://www.livelife.com.tw/
月出山澗,新竹縣,關西鎮,121.182,24.81196882,新竹縣關西鎮仁安里9鄰拱子溝22號,,937805742,
樸真園露營區,新竹縣,關西鎮,121.242063,24.757919,,,,
彩虹田營地,新竹縣,關西鎮,121.184471,24.808151,新竹縣關西鎮仁安里8鄰拱子溝9號,,905368340,https://www.tw-camping.tw/hotel_info.asp?hid=57https://www.facebook.com/rainbowfield0908/(FB)
星野露營窩(原名)星墅露營窩,新竹縣,關西鎮,121.251293,24.77792,新竹縣關西鎮錦山里9鄰錦山99之9號,,905225385,https://m.icamping.app/store/xs151
青境花墅(原名)營墅風晴露營區,新竹縣,關西鎮,121.247992,24.778279,新竹縣關西鎮錦山里9鄰錦山96號,,981588205,https://m.icamping.app/store/ysfc433https://www.facebook.com/ddmama0812/?locale=zh_TW(FB)
石福山莊露營區,新竹縣,關西鎮,,,,,,
樸真園六曲窩露營區,新竹縣,關西鎮,121.241353,24.75843,新竹縣關西鎮錦山里18鄰錦山204號之9,,988788872,http://www.nature-chill.com.tw/271923049522290.html
雲水山露營區,嘉義縣,大埔鄉,120.5743624,23.25427789,,,,
八寶寮露營場A區,嘉義縣,中埔鄉,120.5193944,23.35409394,,,,
桃舍露營區,嘉義縣,中埔鄉,120.5760165,23.42062079,,,,
白石馬露營區,嘉義縣,中埔鄉,120.5776771,23.40879071,,,,
石臥牛露營區,嘉義縣,中埔鄉,120.580906,23.41111709,,,,
詩情花園度假村,嘉義縣,中埔鄉,120.5403714,23.44788828,,,,
八寶寮露營場B區,嘉義縣,中埔鄉,,,,,,
築夢森居露營場,嘉義縣,中埔鄉,120.52275,23.383668,,,,
吉恩典山丘,嘉義縣,水上鄉,120.4768373,23.42351456,嘉義縣水上鄉三界埔三界村214號,,,
納米運動休閒園區,嘉義縣,民雄鄉,120.4651551,23.55982892,嘉義縣民雄鄉豐收村196-5號,,,
塘湖古道農場,嘉義縣,竹崎鄉,120.6098329,23.52604435,嘉義縣竹崎鄉仁壽村福建坪5號,,,
光華露營區,嘉義縣,竹崎鄉,120.6760909,23.47980551,嘉義縣竹崎鄉光華村24號,,,
仙坪露螢區,嘉義縣,竹崎鄉,120.6849674,23.49447561,嘉義縣竹崎鄉光華村1鄰2-2號,,,
天一露營區,嘉義縣,竹崎鄉,120.6548256,23.48751726,嘉義縣竹崎鄉光華村11鄰茄苳仔29號,,,
Cozy Fun露營區,嘉義縣,竹崎鄉,,,,,,
仙腳趾景觀露營區,嘉義縣,竹崎鄉,120.5940162,23.49285386,嘉義縣竹崎鄉白杞村樟樹坪41-1號,,,
冠銘露營區,嘉義縣,竹崎鄉,120.684396,23.49101243,,,,
頂笨仔露營區(綠野仙蹤),嘉義縣,竹崎鄉,120.6741143,23.48003483,嘉義縣竹崎鄉光華村頂笨仔22號,,,
景山露營區,嘉義縣,竹崎鄉,120.672417,23.47973298,嘉義縣竹崎鄉光華村2鄰頂笨仔23號,,,
白樹腳驛站露營場,嘉義縣,竹崎鄉,120.5601237,23.526505,嘉義縣竹崎鄉復金村白樹腳22號,,,
山中曉露,嘉義縣,竹崎鄉,120.6844519,23.49215309,嘉義縣竹崎鄉光華村1鄰3號,,,
頂笨仔民宿露營區,嘉義縣,竹崎鄉,120.6806567,23.48324595,嘉義縣竹崎鄉光華村1鄰9號,,,
雲景咖啡露營區,嘉義縣,竹崎鄉,120.684717,23.4587905,嘉義縣竹崎鄉中和村永和5-9號,,,
九叔公露營區,嘉義縣,竹崎鄉,120.6724575,23.47994973,,,,
向禾休閒農場,嘉義縣,東石鄉,120.14863,23.507707,嘉義縣東石鄉鰲鼓村12鄰四股67-6號,53600959,,https://ezgo.ardswc.gov.tw/zh-TW/Front/Agri/Detail/1449
阿里山有機小農露營區,嘉義縣,阿里山鄉,120.7037669,23.47144233,嘉義縣阿里山鄉樂野村22號,,,
亞亞竹農莊,嘉義縣,阿里山鄉,120.7183687,23.39698828,嘉義縣阿里山鄉里佳村2鄰37號,,,
老鼠溪咖啡莊園營區(C區),嘉義縣,阿里山鄉,120.7353311,23.45266085,,,,
老鼠溪咖啡莊園營區(B區),嘉義縣,阿里山鄉,,,,,,
高美休閒營區,嘉義縣,阿里山鄉,120.7057203,23.47127785,嘉義縣阿里山鄉樂野村1鄰16-3號,,,
迷糊露營區,嘉義縣,阿里山鄉,120.7134292,23.47282441,嘉義縣阿里山鄉69號,,,
阿將的家獵人帳,嘉義縣,阿里山鄉,120.6980719,23.4614384,嘉義縣阿里山鄉樂野村4鄰129-6號,,,
晨光露營區,嘉義縣,阿里山鄉,120.705268,23.46413,,,,
有夠遠露營區,嘉義縣,阿里山鄉,120.7213166,23.40216733,嘉義縣阿里山鄉里佳村,,,
來灣哈露營區,嘉義縣,阿里山鄉,120.7007174,23.46273599,,,,
小森林農園露營區,嘉義縣,阿里山鄉,120.708795,23.46770857,嘉義縣阿里山鄉樂野村2鄰70-6號,,,
林間秘境露營場,嘉義縣,阿里山鄉,,,,,,
汪爸露營區,嘉義縣,阿里山鄉,120.6985646,23.4612968,嘉義縣阿里山鄉樂野村,,,
瓜地亞那露營區,嘉義縣,阿里山鄉,120.751104,23.4581865,,,,
杉緣星空露營區,嘉義縣,阿里山鄉,120.7186794,23.45622004,嘉義縣阿里山鄉樂野村8鄰,,,
哈莫瓦那露營區,嘉義縣,阿里山鄉,,,,,,
山樂園露營區（一起鄒咖啡店）,嘉義縣,阿里山鄉,120.7048974,23.47269396,,,,
伊利雅娜露營區,嘉義縣,阿里山鄉,120.762245,23.45732409,嘉義縣阿里山鄉達邦村特富野280號,,,
老鼠溪咖啡莊園營區(A區),嘉義縣,阿里山鄉,120.7289273,23.44861646,,,,
七彩琉璃生態農園,嘉義縣,阿里山鄉,120.7450132,23.43240958,嘉義縣阿里山鄉達邦村7鄰達德安175-3號,,,
倉伯露營區,嘉義縣,阿里山鄉,120.6982517,23.46118948,嘉義縣阿里山鄉樂野村4鄰129-11號,,,
禾田露營場,嘉義縣,阿里山鄉,120.7100695,23.46056684,嘉義縣阿里山鄉樂野村,,,
受不寮露營區,嘉義縣,阿里山鄉,120.756383,23.44823129,嘉義縣阿里山鄉達邦村,,,
羅老爸的家,嘉義縣,阿里山鄉,120.6976257,23.46017987,,,,
來灣哈B區露營場,嘉義縣,阿里山鄉,,,,,,
福山星月露營區,嘉義縣,阿里山鄉,120.7175518,23.45361159,,,,
露野之家,嘉義縣,梅山鄉,,,,,,
油車寮露營區,嘉義縣,梅山鄉,120.7063458,23.5342581,嘉義縣梅山鄉太和村油車寮7-18號,,,
大巃頂觀光茶園,嘉義縣,梅山鄉,120.6075179,23.55332977,嘉義縣梅山鄉太平村頂橋2-6號,,,
太平山露營區,嘉義縣,梅山鄉,120.6029351,23.56300854,,,,
日麗風合露營區,嘉義縣,梅山鄉,120.6629572,23.55837844,嘉義縣梅山鄉瑞峰村生毛樹25-3號,,,
瑞里雲淡風輕露營區,嘉義縣,梅山鄉,120.6664992,23.52982938,嘉義縣梅山鄉瑞里村科子林15-1號,,,
初果森造露營園區,嘉義縣,梅山鄉,120.6392083,23.55552552,嘉義縣梅山鄉太興村,,,
格瑞菈森林露營區,嘉義縣,梅山鄉,120.6651618,23.53861307,,,,
慢漫山林露營區,嘉義縣,梅山鄉,120.648928,23.5634285,,,,
琢英露營場,嘉義縣,梅山鄉,120.6279302,23.54824525,,,,
悅日松林,嘉義縣,梅山鄉,120.6292954,23.53695772,,,,
梅山古梅秘境露營區 ,嘉義縣,梅山鄉,120.5899581,23.55353738,,,,
振峯碧湖山新營區,嘉義縣,梅山鄉,120.6139082,23.56831466,,,,
良亭花岩露營區,嘉義縣,梅山鄉,120.7056183,23.51987091,嘉義縣梅山鄉太和村樟樹湖11-6號,,,
振峯製茶所,嘉義縣,梅山鄉,120.6068594,23.56095926,嘉義縣梅山鄉太平村48-16號,,,
太山農場露營區,嘉義縣,梅山鄉,120.7075227,23.53444983,,,,
許家茶園民宿露營區,嘉義縣,梅山鄉,120.6725447,23.54382716,,,,
小瓶秘境休閒農場,嘉義縣,梅山鄉,120.7308518,23.56187913,,,,
太和觀光果園露營區,嘉義縣,梅山鄉,120.7115868,23.52545946,,,,
半天岩10號露營區,嘉義縣,番路鄉,120.5961487,23.4633568,嘉義縣番路鄉民和村半天岩10號,,,
花田小露露營區,嘉義縣,番路鄉,120.6068549,23.44491014,,,,
三寶山露營區,嘉義縣,番路鄉,120.6053504,23.46183068,,,,
草地狀元露營區,嘉義縣,番路鄉,120.6264383,23.47951839,,,,
好柿抵嘉,嘉義縣,番路鄉,120.5988989,23.45122407,嘉義縣番路鄉埔尾52-3號,,,
花舞山嵐農莊(星知心露營區),嘉義縣,番路鄉,120.6484272,23.44306259,,,,
淺山尋露,嘉義縣,番路鄉,120.6445696,23.41619356,,,,
龍頂山露營區,嘉義縣,番路鄉,120.6618081,23.44942759,,,,
天長地久露營場,嘉義縣,番路鄉,,,,,,
水綠光露營知嘉,嘉義縣,番路鄉,120.6151904,23.4546628,,,,
期仙磴,嘉義縣,番路鄉,,,,,,
岩仔腳休閒露營區(老鷹區),嘉義縣,番路鄉,120.5864602,23.46031914,嘉義縣番路鄉民和村3鄰岩仔腳16-6號,,,
淳風皓月露營區,嘉義縣,番路鄉,120.6422806,23.42701223,,,,
星月傳說露營區,嘉義縣,番路鄉,120.6519095,23.42215564,嘉義縣番路鄉公田村隙頂75-20附8號,,,
梅王露營場,嘉義縣,番路鄉,120.5894646,23.46008706,嘉義縣番路鄉民和村大華公路六段,,,
岩仔腳休閒露營區(兔子區),嘉義縣,番路鄉,120.586572,23.46007303,,,,
星晴朗露營區,嘉義縣,番路鄉,,,,,,
歸樸露營場,嘉義縣,番路鄉,120.553199,23.455826,,,978996796,https://guipuglamping.com/
阿里山草堂露營渡假村,嘉義縣,番路鄉,120.6270643,23.48161889,,,,
龍銀山露營區,嘉義縣,番路鄉,120.6724408,23.44666225,嘉義縣番路鄉公田村巃頭17-19號,,,
一星伴露營區,彰化縣,芬園鄉,120.6294875,23.98932488,彰南路二段150號,,968874899,https://www.hbo-star.com/blank-10
踏親露營場,臺中市,大甲區,120.6499583,24.35949334,成功路221號,,983669502,https://www.dajiataqin.com/
大安濱海樂園露營區(向海那漾),臺中市,大安區,120.58544,24.38361,北汕路86巷1號,426868513,,https://www.nayangbeach.com.tw/?gclid=CjwKCAjw88yxBhBWEiwA7cm6pcAL90yTnoCsfMug_Q_OEDPRo8KrxzAyZ1UuRnRPBXykyl9cfHhCABoCQHQQAvD_BwE
小熊寶貝麥鄉農村,臺中市,大雅區,120.630888,24.217719,臺中市大雅區上山路175巷15號,,932671523,
竹林風私人露營秘境,臺中市,太平區,,,臺中市太平區頭汴坑段490地號 ,,,
三山來此咖啡莊園,臺中市,北屯區,120.78867,24.206551,東山路二段183之33號 ,,939599255,
中正露營區,臺中市,北屯區,120.7833877,24.17638152,北屯區北坑巷113號旁,422390685,,https://www.facebook.com/tcc.scout.campside/
洪爺爺菜園丫,臺中市,外埔區,120.688462,24.324052,外埔區水頭二路18號,,918895928,https://www.facebook.com/grandpapahung/?locale=zh_TW
摩天輪營地,臺中市,外埔區,120.700299,24.327813,永豐段257-3號 ,,972925606,
中華民國農會休閒綜合農牧場,臺中市,外埔區,120.620583,24.329333,二崁路700號,426805581,,https://www.agb.com.tw/
恩典假期露營場(原發現星村景觀休閒園區),臺中市,外埔區,120.70343,24.333266,眉北路486號,,925512190,
嘉禾園 Kids Play Land,臺中市,石岡區,,,臺中市石岡區萬仙街10之1號,,,
彩虹星光露營區,臺中市,石岡區,120.783274,24.270069,石岡區豐勢路山下巷11-8號,,918373400,
九甲林露營區,臺中市,石岡區,120.7859909,24.26590061,石岡區龍興里萬仙街岡仙巷7-1號,,,
摩天嶺楊園露營區,臺中市,和平區,120.938562,24.314662,和平區達觀里東崎路一段天嶺巷30-3號,,910527921,
無憂•森林carefree,臺中市,和平區,,,臺中市和平區東關路一段松鶴三巷92-8號,,,
春露茶園營區 (八仙山春露茶園),臺中市,和平區,120.963518,24.148835,和平區東關路一段裡冷巷70號,,937230859,
望向芸端露營場,臺中市,和平區,121.297018,24.315839,和平區平等里中興路三段42-1號,,927388178,https://reurl.cc/EVgQx0
ㄡ熊熊露營園地,臺中市,和平區,120.97336,24.17292,和平區東關路一段松鶴三巷103號,,982212064,
武陵農場,臺中市,和平區,121.3051152,24.3808517,和平區平等里武陵路3號,425901470,,https://camping.wuling-farm.com.tw/camp/
挹翠谷露營區,臺中市,和平區,120.903878,24.218171,和平區富山巷9-1號,,911314793,
家霖農場Garin Farm-谷關露營區,臺中市,和平區,121.016302,24.199275,東關路一段台電巷122-2號,,,
